,Biomass_Actual Aggregated,Fossil Brown coal/Lignite_Actual Aggregated,Fossil Coal-derived gas_Actual Aggregated,Fossil Gas_Actual Aggregated,Fossil Hard coal_Actual Aggregated,Fossil Oil_Actual Aggregated,Fossil Oil shale_Actual Aggregated,Fossil Peat_Actual Aggregated,Geothermal_Actual Aggregated,Hydro Pumped Storage_Actual Aggregated,Hydro Pumped Storage_Actual Consumption,Hydro Run-of-river and poundage_Actual Aggregated,Hydro Water Reservoir_Actual Aggregated,Marine_Actual Aggregated,Nuclear_Actual Aggregated,Other_Actual Aggregated,Other renewable_Actual Aggregated,Solar_Actual Aggregated,Waste_Actual Aggregated,Wind Offshore_Actual Aggregated,Wind Onshore_Actual Aggregated
2022-01-03 06:00:00+01:00,547.0,0.0,0.0,7306.0,1012.0,170.0,0.0,0.0,0.0,0.0,883.0,997.0,1233.0,0.0,6093.0,53.0,86.0,40.0,277.0,0.0,4031.0
2022-01-03 07:00:00+01:00,546.0,0.0,0.0,8142.0,1071.0,163.0,0.0,0.0,0.0,0.0,424.0,1015.0,1575.0,0.0,6092.0,53.0,89.0,40.0,279.0,0.0,4436.0
2022-01-03 08:00:00+01:00,544.0,0.0,0.0,7947.0,1125.0,171.0,0.0,0.0,0.0,0.0,363.0,1055.0,1927.0,0.0,6093.0,53.0,89.0,111.0,283.0,0.0,4939.0
2022-01-03 09:00:00+01:00,540.0,0.0,0.0,7643.0,1129.0,185.0,0.0,0.0,0.0,0.0,405.0,1077.0,2399.0,0.0,6092.0,52.0,92.0,1863.0,276.0,0.0,5202.0
2022-01-03 10:00:00+01:00,541.0,0.0,0.0,7589.0,1126.0,192.0,0.0,0.0,0.0,0.0,688.0,1082.0,1782.0,0.0,6092.0,53.0,92.0,5024.0,283.0,0.0,5160.0
2022-01-03 11:00:00+01:00,531.0,0.0,0.0,7470.0,1126.0,196.0,0.0,0.0,0.0,0.0,870.0,1073.0,1339.0,0.0,6092.0,52.0,98.0,6780.0,284.0,0.0,5128.0
2022-01-03 12:00:00+01:00,538.0,0.0,0.0,7014.0,1123.0,191.0,0.0,0.0,0.0,0.0,1358.0,1049.0,1021.0,0.0,6093.0,53.0,100.0,7405.0,283.0,0.0,5444.0
2022-01-03 13:00:00+01:00,539.0,0.0,0.0,6707.0,1114.0,192.0,0.0,0.0,0.0,0.0,1765.0,1039.0,973.0,0.0,6092.0,58.0,101.0,7557.0,286.0,0.0,5956.0
2022-01-03 14:00:00+01:00,541.0,0.0,0.0,6237.0,954.0,192.0,0.0,0.0,0.0,0.0,1648.0,1045.0,1030.0,0.0,6092.0,53.0,104.0,7652.0,286.0,0.0,6396.0
2022-01-03 15:00:00+01:00,535.0,0.0,0.0,5775.0,919.0,193.0,0.0,0.0,0.0,0.0,1731.0,1030.0,957.0,0.0,6090.0,54.0,102.0,7379.0,285.0,0.0,6872.0
2022-01-03 16:00:00+01:00,544.0,0.0,0.0,6599.0,928.0,192.0,0.0,0.0,0.0,0.0,1411.0,1039.0,1508.0,0.0,6088.0,54.0,102.0,5393.0,280.0,0.0,6947.0
2022-01-03 17:00:00+01:00,543.0,0.0,0.0,7932.0,1007.0,197.0,0.0,0.0,0.0,0.0,1084.0,1082.0,2312.0,0.0,6090.0,53.0,104.0,1789.0,281.0,0.0,7386.0
2022-01-03 18:00:00+01:00,544.0,0.0,0.0,8217.0,1092.0,200.0,0.0,0.0,0.0,0.0,363.0,1124.0,3065.0,0.0,6089.0,54.0,110.0,186.0,278.0,0.0,8310.0
2022-01-03 19:00:00+01:00,547.0,0.0,0.0,8169.0,1120.0,202.0,0.0,0.0,0.0,0.0,363.0,1179.0,3060.0,0.0,6089.0,54.0,107.0,77.0,281.0,0.0,9176.0
2022-01-03 20:00:00+01:00,558.0,0.0,0.0,7988.0,1123.0,202.0,0.0,0.0,0.0,0.0,363.0,1118.0,2619.0,0.0,6090.0,54.0,109.0,70.0,279.0,0.0,10044.0
2022-01-03 21:00:00+01:00,571.0,0.0,0.0,7886.0,1118.0,200.0,0.0,0.0,0.0,0.0,363.0,1068.0,2501.0,0.0,6093.0,54.0,108.0,53.0,283.0,0.0,10423.0
2022-01-03 22:00:00+01:00,587.0,0.0,0.0,6731.0,1057.0,195.0,0.0,0.0,0.0,0.0,430.0,1026.0,2178.0,0.0,6091.0,54.0,107.0,25.0,273.0,0.0,10684.0
2022-01-03 23:00:00+01:00,577.0,0.0,0.0,6116.0,934.0,200.0,0.0,0.0,0.0,0.0,561.0,990.0,1172.0,0.0,6092.0,52.0,105.0,10.0,274.0,0.0,11128.0
2022-01-04 00:00:00+01:00,571.0,0.0,0.0,4956.0,858.0,182.0,0.0,0.0,0.0,0.0,1025.0,978.0,799.0,0.0,6094.0,52.0,95.0,9.0,271.0,0.0,11419.0
2022-01-04 01:00:00+01:00,554.0,0.0,0.0,4171.0,793.0,186.0,0.0,0.0,0.0,0.0,1859.0,975.0,676.0,0.0,6094.0,52.0,94.0,9.0,268.0,0.0,11744.0
2022-01-04 02:00:00+01:00,570.0,0.0,0.0,4143.0,798.0,186.0,0.0,0.0,0.0,0.0,3153.0,977.0,750.0,0.0,6094.0,53.0,96.0,9.0,271.0,0.0,11722.0
2022-01-04 03:00:00+01:00,574.0,0.0,0.0,4224.0,833.0,186.0,0.0,0.0,0.0,0.0,3882.0,974.0,664.0,0.0,6095.0,50.0,94.0,9.0,266.0,0.0,11456.0
2022-01-04 04:00:00+01:00,572.0,0.0,0.0,4178.0,807.0,186.0,0.0,0.0,0.0,0.0,3909.0,965.0,809.0,0.0,6093.0,51.0,93.0,9.0,271.0,0.0,11172.0
2022-01-04 05:00:00+01:00,578.0,0.0,0.0,4525.0,878.0,186.0,0.0,0.0,0.0,0.0,3152.0,967.0,812.0,0.0,6093.0,52.0,95.0,9.0,274.0,0.0,11076.0
2022-01-04 06:00:00+01:00,582.0,0.0,0.0,5206.0,990.0,180.0,0.0,0.0,0.0,0.0,1627.0,1104.0,1339.0,0.0,6093.0,52.0,95.0,10.0,283.0,0.0,10740.0
2022-01-04 07:00:00+01:00,579.0,0.0,0.0,5989.0,1096.0,181.0,0.0,0.0,0.0,0.0,988.0,1131.0,1729.0,0.0,6094.0,52.0,95.0,13.0,286.0,0.0,10734.0
2022-01-04 08:00:00+01:00,582.0,0.0,0.0,5894.0,1116.0,187.0,0.0,0.0,0.0,0.0,985.0,1206.0,2855.0,0.0,6094.0,52.0,104.0,83.0,286.0,0.0,10838.0
2022-01-04 09:00:00+01:00,588.0,0.0,0.0,6065.0,1128.0,192.0,0.0,0.0,0.0,0.0,986.0,1250.0,3148.0,0.0,6093.0,52.0,104.0,1388.0,287.0,0.0,10561.0
2022-01-04 10:00:00+01:00,582.0,0.0,0.0,5786.0,1125.0,195.0,0.0,0.0,0.0,0.0,984.0,1278.0,2748.0,0.0,6086.0,57.0,104.0,3789.0,281.0,0.0,9919.0
2022-01-04 11:00:00+01:00,578.0,0.0,0.0,5669.0,1130.0,195.0,0.0,0.0,0.0,0.0,984.0,1266.0,2814.0,0.0,6082.0,52.0,102.0,4623.0,272.0,0.0,10126.0
2022-01-04 12:00:00+01:00,567.0,0.0,0.0,6176.0,1130.0,195.0,0.0,0.0,0.0,0.0,864.0,1260.0,2827.0,0.0,6088.0,53.0,106.0,4475.0,274.0,0.0,10800.0
2022-01-04 13:00:00+01:00,567.0,0.0,0.0,6001.0,1130.0,194.0,0.0,0.0,0.0,0.0,852.0,1238.0,2287.0,0.0,6090.0,56.0,103.0,4093.0,288.0,0.0,11826.0
2022-01-04 14:00:00+01:00,568.0,0.0,0.0,4892.0,1112.0,194.0,0.0,0.0,0.0,0.0,958.0,1205.0,2102.0,0.0,6090.0,59.0,106.0,3683.0,289.0,0.0,13076.0
2022-01-04 15:00:00+01:00,565.0,0.0,0.0,4618.0,1091.0,194.0,0.0,0.0,0.0,0.0,985.0,1197.0,1870.0,0.0,6090.0,52.0,107.0,2986.0,287.0,0.0,13633.0
2022-01-04 16:00:00+01:00,567.0,0.0,0.0,4525.0,1113.0,195.0,0.0,0.0,0.0,0.0,984.0,1212.0,2515.0,0.0,6088.0,51.0,106.0,1860.0,293.0,0.0,13623.0
2022-01-04 17:00:00+01:00,561.0,0.0,0.0,4763.0,1119.0,200.0,0.0,0.0,0.0,0.0,620.0,1271.0,3722.0,0.0,6088.0,52.0,101.0,594.0,295.0,0.0,12963.0
2022-01-04 18:00:00+01:00,551.0,0.0,0.0,5042.0,1096.0,201.0,0.0,0.0,0.0,0.0,0.0,1318.0,3441.0,0.0,6088.0,52.0,102.0,23.0,301.0,0.0,13254.0
2022-01-04 19:00:00+01:00,565.0,0.0,0.0,5092.0,1095.0,202.0,0.0,0.0,0.0,0.0,140.0,1349.0,2989.0,0.0,6089.0,51.0,104.0,14.0,305.0,0.0,13992.0
2022-01-04 20:00:00+01:00,585.0,0.0,0.0,5110.0,1100.0,202.0,0.0,0.0,0.0,0.0,737.0,1260.0,2469.0,0.0,6090.0,52.0,105.0,14.0,303.0,0.0,15214.0
2022-01-04 21:00:00+01:00,583.0,0.0,0.0,4540.0,1040.0,202.0,0.0,0.0,0.0,0.0,851.0,1310.0,2742.0,0.0,6091.0,52.0,105.0,14.0,308.0,0.0,15291.0
2022-01-04 22:00:00+01:00,573.0,0.0,0.0,4374.0,978.0,199.0,0.0,0.0,0.0,0.0,851.0,1233.0,2493.0,0.0,6093.0,52.0,103.0,13.0,307.0,0.0,15377.0
2022-01-04 23:00:00+01:00,565.0,0.0,0.0,3970.0,926.0,201.0,0.0,0.0,0.0,0.0,852.0,1193.0,1586.0,0.0,6092.0,52.0,100.0,13.0,301.0,0.0,15276.0
2022-01-05 00:00:00+01:00,559.0,0.0,0.0,3740.0,907.0,189.0,0.0,0.0,0.0,0.0,1357.0,1154.0,946.0,0.0,6093.0,51.0,92.0,13.0,294.0,0.0,14686.0
2022-01-05 01:00:00+01:00,563.0,0.0,0.0,3827.0,934.0,187.0,0.0,0.0,0.0,0.0,2376.0,1162.0,1042.0,0.0,6094.0,52.0,88.0,13.0,294.0,0.0,14028.0
2022-01-05 02:00:00+01:00,540.0,0.0,0.0,3598.0,892.0,182.0,0.0,0.0,0.0,0.0,2675.0,1132.0,947.0,0.0,6093.0,53.0,90.0,13.0,298.0,0.0,13602.0
2022-01-05 03:00:00+01:00,553.0,0.0,0.0,3843.0,921.0,180.0,0.0,0.0,0.0,0.0,2916.0,1127.0,917.0,0.0,6093.0,52.0,91.0,13.0,295.0,0.0,13052.0
2022-01-05 04:00:00+01:00,542.0,0.0,0.0,3749.0,969.0,182.0,0.0,0.0,0.0,0.0,2960.0,1118.0,1008.0,0.0,6092.0,50.0,90.0,13.0,297.0,0.0,12736.0
2022-01-05 05:00:00+01:00,546.0,0.0,0.0,3854.0,1014.0,182.0,0.0,0.0,0.0,0.0,2525.0,1094.0,1049.0,0.0,6091.0,51.0,84.0,13.0,292.0,0.0,12287.0
2022-01-05 06:00:00+01:00,532.0,0.0,0.0,4156.0,1072.0,187.0,0.0,0.0,0.0,0.0,477.0,1120.0,1607.0,0.0,6091.0,51.0,84.0,13.0,296.0,0.0,12169.0
2022-01-05 07:00:00+01:00,526.0,0.0,0.0,4551.0,1121.0,186.0,0.0,0.0,0.0,0.0,337.0,1158.0,2043.0,0.0,6092.0,54.0,93.0,13.0,307.0,0.0,12659.0
2022-01-05 08:00:00+01:00,536.0,0.0,0.0,5251.0,1105.0,194.0,0.0,0.0,0.0,0.0,302.0,1233.0,1902.0,0.0,6093.0,62.0,99.0,70.0,296.0,0.0,13459.0
2022-01-05 09:00:00+01:00,550.0,0.0,0.0,5643.0,1135.0,194.0,0.0,0.0,0.0,0.0,208.0,1262.0,2541.0,0.0,6092.0,62.0,97.0,1485.0,294.0,0.0,13355.0
2022-01-05 10:00:00+01:00,548.0,0.0,0.0,5774.0,1136.0,198.0,0.0,0.0,0.0,0.0,670.0,1244.0,2037.0,0.0,6092.0,64.0,99.0,4022.0,301.0,0.0,12843.0
2022-01-05 11:00:00+01:00,523.0,0.0,0.0,5700.0,1132.0,199.0,0.0,0.0,0.0,0.0,437.0,1169.0,1722.0,0.0,6090.0,52.0,103.0,5430.0,295.0,0.0,12622.0
2022-01-05 12:00:00+01:00,553.0,0.0,0.0,5613.0,1132.0,196.0,0.0,0.0,0.0,0.0,865.0,1185.0,1325.0,0.0,6090.0,61.0,110.0,6064.0,295.0,0.0,12591.0
2022-01-05 13:00:00+01:00,561.0,0.0,0.0,6008.0,1135.0,196.0,0.0,0.0,0.0,0.0,1417.0,1231.0,1320.0,0.0,6091.0,59.0,112.0,5988.0,297.0,0.0,12997.0
2022-01-05 14:00:00+01:00,560.0,0.0,0.0,5940.0,1133.0,191.0,0.0,0.0,0.0,0.0,1665.0,1277.0,1211.0,0.0,6091.0,53.0,112.0,5325.0,298.0,0.0,12794.0
2022-01-05 15:00:00+01:00,558.0,0.0,0.0,6187.0,1134.0,193.0,0.0,0.0,0.0,0.0,1548.0,1299.0,1204.0,0.0,6091.0,52.0,111.0,3979.0,292.0,0.0,12066.0
2022-01-05 16:00:00+01:00,547.0,0.0,0.0,6741.0,1129.0,193.0,0.0,0.0,0.0,0.0,974.0,1307.0,1894.0,0.0,6091.0,51.0,116.0,2260.0,291.0,0.0,10700.0
2022-01-05 17:00:00+01:00,565.0,0.0,0.0,7218.0,1130.0,191.0,0.0,0.0,0.0,0.0,615.0,1289.0,2434.0,0.0,6093.0,51.0,116.0,654.0,299.0,0.0,9495.0
2022-01-05 18:00:00+01:00,585.0,0.0,0.0,7452.0,1126.0,194.0,0.0,0.0,0.0,0.0,0.0,1338.0,3432.0,0.0,6091.0,52.0,114.0,59.0,300.0,0.0,9224.0
2022-01-05 19:00:00+01:00,580.0,0.0,0.0,7473.0,1132.0,196.0,0.0,0.0,0.0,0.0,0.0,1381.0,4212.0,0.0,6092.0,52.0,114.0,18.0,300.0,0.0,9064.0
2022-01-05 20:00:00+01:00,581.0,0.0,0.0,7414.0,1130.0,198.0,0.0,0.0,0.0,0.0,14.0,1393.0,3320.0,0.0,6091.0,52.0,114.0,14.0,299.0,0.0,8952.0
2022-01-05 21:00:00+01:00,584.0,0.0,0.0,7448.0,1126.0,202.0,0.0,0.0,0.0,0.0,412.0,1386.0,2807.0,0.0,6092.0,53.0,112.0,14.0,295.0,0.0,8908.0
2022-01-05 22:00:00+01:00,579.0,0.0,0.0,7384.0,1115.0,203.0,0.0,0.0,0.0,0.0,700.0,1277.0,1548.0,0.0,6091.0,51.0,112.0,12.0,298.0,0.0,8828.0
2022-01-05 23:00:00+01:00,570.0,0.0,0.0,6950.0,1122.0,198.0,0.0,0.0,0.0,0.0,828.0,1182.0,1287.0,0.0,6090.0,51.0,112.0,4.0,299.0,0.0,8698.0
2022-01-06 00:00:00+01:00,563.0,0.0,0.0,6170.0,1134.0,184.0,0.0,0.0,0.0,0.0,894.0,1138.0,1455.0,0.0,6092.0,53.0,106.0,4.0,299.0,0.0,8451.0
2022-01-06 01:00:00+01:00,568.0,0.0,0.0,5191.0,1131.0,187.0,0.0,0.0,0.0,0.0,956.0,1115.0,951.0,0.0,6092.0,51.0,105.0,4.0,295.0,0.0,8876.0
2022-01-06 02:00:00+01:00,565.0,0.0,0.0,4832.0,1130.0,186.0,0.0,0.0,0.0,0.0,1522.0,1112.0,732.0,0.0,6092.0,50.0,106.0,4.0,291.0,0.0,9133.0
2022-01-06 03:00:00+01:00,558.0,0.0,0.0,5226.0,1133.0,186.0,0.0,0.0,0.0,0.0,2557.0,1136.0,837.0,0.0,6092.0,51.0,101.0,4.0,291.0,0.0,8916.0
2022-01-06 04:00:00+01:00,554.0,0.0,0.0,5170.0,1133.0,181.0,0.0,0.0,0.0,0.0,2838.0,1144.0,1035.0,0.0,6095.0,47.0,99.0,4.0,292.0,0.0,8563.0
